Nombre producto,id,Material,Package Color,Packaging,Capacity,Botella cap,Brand,Reference,Dirt,Product category,,,,,,,,,,,,,,,
Generic Cardboard + generic plastic dirty,1022,MIXTO_RECICLABLE,N/A,Mixto,N/A,N/A,N/A,Plástico + cartón (sucio),TRUE,,,,,,,,,,,,,,,,
Sobre de salsa sucio,1023,PLÁSTICO,N/A,Envoltorio,N/A,N/A,N/A,,TRUE,,,,,,,,,,,,,,,,
Sobre de salsa,1024,PLÁSTICO,N/A,Envoltorio,N/A,N/A,N/A,,FALSE,,,,,,,,,,,,,,,,
Mostaneza La Constancia,1025,PLÁSTICO,Colorido brillante,Envoltorio,380 gr ,TRUE,La Constancia,Mostaneza Mayo Mustard,FALSE,,,,,,,,,,,,,,,,
Néctar de Durazno La Vitta,1026,TETRAPACK,Colorido brillante,Caja,200 ml ,N/A,La Vitta,Tetrapack de Néctar de Durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Pitillo de papel,1027,PAPEL,N/A,Palito,N/A,N/A,N/A,Pitillo de papel,FALSE,,,,,,,,,,,,,,,,
Caja de Leche Entera Latti ,1028,TETRAPACK,Rojo y blanco,Caja,900 ml,FALSE,Latti,Caja de leche entera Ultra Alta Temperatura,FALSE,Leche,,,,,,,,,,,,,,,
Caja de Leche Entera Latti ,1029,TETRAPACK,Rojo y blanco,Caja,901 ml,TRUE,Latti,Caja de leche entera Ultra Alta Temperatura,FALSE,Leche,,,,,,,,,,,,,,,
Caja de Leche Semidescremada Colanta,1030,TETRAPACK,Colorido opaco,Caja,1 L,FALSE,Colanta,Caja de leche semidescremada Ultra Alta Temperatura ,FALSE,Leche,,,,,,,,,,,,,,,
Caja de Leche Semidescremada Colanta,1031,TETRAPACK,Colorido opaco,Caja,1 L,TRUE,Colanta,Caja de leche semidescremada Ultra Alta Temperatura ,FALSE,Leche,,,,,,,,,,,,,,,
Monterojo Papas de Nuggets de Pollo con Miel 115 g,1032,PLÁSTICO,Colorido opaco,Envoltorio,115 gr ,N/A,Monterojo,Papas de Nuggets de Pollo con Miel,FALSE,Snacks,,,,,,,,,,,,,,,
Caja de Yogurt Finesse x6 Unidades,1033,CARTÓN,Colorido opaco,Caja,6 unidades,N/A,Alpina,Caja de 6 Yogurts con probióticos x3 fresa x3 melocotón,FALSE,Yogur,,,,,,,,,,,,,,,
Hit Mora 200 ml,1034,TETRAPACK,Colorido brillante,Caja,200 ml,N/A,Hit,Caja de jugo Hit sabor mora,FALSE,Jugo,,,,,,,,,,,,,,,
Pitillo de plástico ,1035,PLÁSTICO,N/A,N/A,N/A,N/A,N/A,Pitillo de plástico limpio,FALSE,,,,,,,,,,,,,,,,
Hit Frutos Tropicales 200 ml,1036,TETRAPACK,Colorido brillante,Caja,200 ml ,N/A,Hit,Caja de jugo Hit sabor frutos tropicales,FALSE,Jugo,,,,,,,,,,,,,,,
Envoltorio de Fristodonte Frisby,1037,SERVILLETA_PAPEL_MANTEQUILLA,Colorido opaco,Envoltorio,N/A,N/A,Frisby,Envoltorio de Fristodonte ,TRUE,,Etiquetas hasta 22/11,,,,,,,,,,,,,,
Gomitas Goldbears Haribo,1038,PLÁSTICO,Colorido brillante,Envoltorio,142 gr,N/A,Haribo,Envoltorio de gomitas Goldbears,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Galletas multicereal Tosh Zero Yogurt Fresa,1039,PLÁSTICO,Colorido opaco,Envoltorio,162 gr,N/A,Tosh,Galletas tosh zero sabor Yogurt Fresa,FALSE,Galletas,,,,,,,,,,,,,,,
Galletas Tosh Crackers Miel 9 Unidades,1040,PLÁSTICO,Colorido opaco,Envoltorio,229.5 gr,N/A,Tosh,Galletas Tosh Crackers con salvado de miel,FALSE,Galletas,,,,,,,,,,,,,,,
Chocolatina Jet Lyne ,1041,PLÁSTICO,Colorido brillante,Envoltorio,216 gr ,N/A,Jet,Envoltorio de 12 chocolatinas Lyne,FALSE,Chocolate,,,,,,,,,,,,,,,
Caramelos Fun Mix,1042,PLÁSTICO,Colorido brillante,Envoltorio,258 gr,N/A,Colombina,Caramelos surtidos Fun Mix ,FALSE,,,,,,,,,,,,,,,,
Papas Margarita Limón 25 gr,1043,PLÁSTICO,Verde opaco,Envoltorio,25 gr,N/A,Margarita,Papas de limón ,FALSE,Snacks,,,,,,,,,,,,,,,
Vaso de cartón sucio 4 oz,1044,PAPER_CUP,N/A,Envase,4 oz,N/A,N/A,Vaso de cartón sucio 4 oz,TRUE,,,,,,,,,,,,,,,,
Vaso de cartón sucio 4 oz,1045,PAPER_CUP,N/A,Envase,4 oz,N/A,N/A,Vaso de cartón 4 oz,FALSE,,,,,,,,,,,,,,,,
Chocolate con Avellanas Lindt Lindor,1046,CARTÓN,Café ,Caja,100 gr,N/A,Lindt Lindor,Caja de chocolates con avellanas Hazelnut,FALSE,Chocolate,,,,,,,,,,,,,,,
Generic glass container dirty,1047,VIDRIO,N/A,Botella,N/A,TRUE,N/A,Contenedor de vidrio sucio,TRUE,,,,,,,,,,,,,,,,
Jarabe Mieltertos Envase,1048,PLÁSTICO,Colorido opaco,Botella,240 ml ,TRUE,Mieltertos,Envase de Jarabe de Miel y Propóleo Mieltertos,FALSE,,,,,,,,,,,,,,,,
Jarabe Mieltertos Caja,1049,CARTÓN,Colorido opaco,Caja,240 ml ,N/A,Mieltertos,Caja de Jarabe de Miel y Propóleo Mieltertos,FALSE,,,,,,,,,,,,,,,,
Bretaña Soda ,1050,PLÁSTICO,Transparente,Botella,1.5 L,TRUE,Bretaña,Botella de Bebida Carbonatada ,FALSE,,,,,,,,,,,,,,,,
Coca-Cola Sabor Original 3 L,1051,PLÁSTICO,Transparente,Botella,3 L,TRUE,Coca-Cola,Sabor Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Aceite Vegetal de soya Aburrá,1052,PLÁSTICO,Transparente,Botella,900 ml ,TRUE,Aburrá,Botella de Aceite vegetal de soya ,FALSE,,,,,,,,,,,,,,,,
Caja de Leche Deslactosada Semidescremada Latti ,1053,TETRAPACK,Morado y blanco,Caja,900 ml ,TRUE,Latti,Caja de leche Deslactosada Semidescremada Ultra Alta Temperatura,FALSE,Leche,,,,,,,,,,,,,,,
Caja de Vaporub Vick ,1054,CARTÓN,Colorido opaco,Caja,50 gr,N/A,Vick,Caja de Ungüento tópico Vick Vaporub,FALSE,,,,,,,,,,,,,,,,
Quatro Toronja Botella,1055,PLÁSTICO,Transparente,Botella,3 L,TRUE,Quatro,Gaseosa sabor Toronja,FALSE,Gaseosa,,,,,,,,,,,,,,,
Desinfectante Limpiapisos BrillaKing ,1056,PLÁSTICO,Transparente,Botella,1000 ml,TRUE,BrillaKing,Bicarbonato neutraliza malos olores,FALSE,,,,,,,,,,,,,,,,
Botella de Agua Cristal 1 L,1057,PLÁSTICO,Transparente,Botella,1 L,TRUE,Cristal,El agua de vida,FALSE,Agua,,,,,,,,,,,,,,,
Infusión de Eucalipto y Miel Hindú,1058,CARTÓN,Blanco,Caja,20 gr,N/A,Hindú,Caja de infusiones de eucalipto y miel,FALSE,,,,,,,,,,,,,,,,
Quatro Toronja Botella,1059,PLÁSTICO,Transparente,Botella,1.5 L,TRUE,Quatro,Gaseosa sabor Toronja,FALSE,Gaseosa,,,,,,,,,,,,,,,
Cerveza en lata Stout,1060,ALUMINIO,Negro,Lata,440 ml,N/A,Stout,Cerveza Camden Stout,FALSE,,,,,,,,,,,,,,,,
Detergente Bonaropa,1061,PLÁSTICO,Colorido opaco,Botella,N/A,TRUE,Bonaropa,Detergente,FALSE,,,,,,,,,,,,,,,,
Pony Malta Original 200ml,1062,PET,Café opaco,Botella,200 ml,FALSE,Pony Malta, Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Caja de bolsas Ziploc,1063,CARTÓN,Colorido opaco,Caja,20 Unidades,N/A,Tidy House,Bolsas plásticas con doble cierre hermético,FALSE,,,,,,,,,,,,,,,,
Infusión Frutos Rojos Hindú 20 g,1064,CARTÓN,Rojo,Caja,20 gr,N/A,Hindú,Caja de infusiones de Frutos Rojos,FALSE,,,,,,,,,,,,,,,,
Suero Hidratante Pedialyte Max,1065,PET,Colorido brillante,Botella,500 ml,TRUE,Pedialyte,Suero hidratante sabor Uva,FALSE,,,,,,,,,,,,,,,,
Suero Hidratante Pedialyte Max,1066,PET,Colorido brillante,Botella,500 ml,FALSE,Pedialyte,Uva,FALSE,,,,,,,,,,,,,,,,
Afeitadora recargable Gillette,1067,MIXTO_RECICLABLE,Negro y azul,Envoltorio,N/A,N/A,Gillette,Gillette Sensor 3 recargable con 2 repuestos,FALSE,,,,,,,,,,,,,,,,
Gel Antibacterial Natu Pharma,1068,PLÁSTICO,Transparente,Botella,45 ml ,TRUE,Natu Pharma,Gel antibacterial con vitamina E,FALSE,,,,,,,,,,,,,,,,
Desengrasante Desinfectante BrillaKing,1069,PLÁSTICO,Transparente,Botella,500 ml,TRUE,BrillaKing,Desengrasante Desinfectante Citrus Fórmula mejorada,FALSE,,,,,,,,,,,,,,,,
Desodorante Antitranspirante Balance Men,1070,CARTÓN,Blanco,Caja,50 gr,N/A,Balance Men,Clinical Protection 96 horas,FALSE,,,,,,,,,,,,,,,,
Paleta Polet Bombón de París,1071,PLÁSTICO,Colorido brillante ,Envoltorio,75 gr,N/A,Polet,Helado de leche con grasa vegetal,FALSE,,,,,,,,,,,,,,,,
Tubo de crema dental Colgate,1072,CREMA_DENTAL,Colorido brillante,Envoltorio,100 ml ,TRUE,Colgate,Colgate Triple Acción Menta Original,FALSE,,,,,,,,,,,,,,,,
Crema dental Colgate,1073,CARTÓN,Colorido opaco,Caja,100 ml,N/A,Colgate,Colgate Triple Acción Menta Original,FALSE,,,,,,,,,,,,,,,,
Caldo de gallina Maggie,1074,CARTÓN,Colorido opaco,Caja,88 gr,N/A,Maggie,Caldo de gallina hecho con especias naturales,FALSE,,,,,,,,,,,,,,,,
Seda dental Proquident,1075,MIXTO_RECICLABLE,Blanco,Envoltorio,400 metros,N/A,Proquident,Con cera natural,FALSE,,,,,,,,,,,,,,,,
Generic wood cutlery dirty,1076,MADERA,Marrón,N/A,N/A,N/A,N/A,Cubiertos de madera sucios,TRUE,,,,,,,,,,,,,,,,
Generic wood cutlery ,1077,MADERA,Marrón,N/A,N/A,N/A,N/A,Cubiertos de madera,FALSE,,,,,,,,,,,,,,,,
Acetaminofén MK,1078,EMPAQUE_MEDICAMENTO,Verde claro,Envoltorio,500 mg,N/A,MK,Sello de tableta de acetaminofén 500 mg,FALSE,Medicina,,,,,,,,,,,,,,,
Galletas Queso Blanco Dux,1079,PLÁSTICO,Amarillo,Envoltorio,36 g,N/A,Dux,Galletas rellenas,FALSE,Galletas,,,,,,,,,,,,,,,
Sobre de azucar Riopaila,1080,PAPEL,Colorido opaco,Envoltorio,5 g,N/A,Riopaila,Sobre de azucar,FALSE,,,,,,,,,,,,,,,,
Sobre de azucar Manuelita,1081,PLÁSTICO,Transparente,Envoltorio,5 g,N/A,Manuelita,Sobre de azucar Manuelita Alta Pureza,FALSE,,,,,,,,,,,,,,,,
Chocolatina Jet Fresas con Crema 29 g,1082,PLÁSTICO,Azul y rosado,Envoltorio,29 g,N/A,Jet,Chocolatina Jet Fresas con Crema ,FALSE,Chocolate,,,,,,,,,,,,,,,
Yogurt con Salsa de Melocotón El Zarzal,1083,PLÁSTICO,Colorido brillante,Envoltorio,,N/A,El Zarzal,Bolsa de yogurt con salsa de melocotón ,FALSE,Yogur,,,,,,,,,,,,,,,
Galleta con Helado Vainilla Pasas Crem Helado 65 g,1084,PLÁSTICO,Colorido opaco,Envoltorio,65 g,N/A,Crem Helado,Vainilla Pasas,FALSE,Galletas,,,,,,,,,,,,,,,
Desodorante Antitranspirante Balance Men,1085,CARTÓN,Colorido opaco,Caja,80 g,N/A,Arden For Men,Arden For Men Clinical Power Protect,FALSE,,,,,,,,,,,,,,,,
Arándanos deshidratados Manitoba 35 g,1086,PLÁSTICO,Colorido brillante,Envoltorio,35 g,N/A,Manitoba,Arándanos Deshidratados,FALSE,Snacks,,,,,,,,,,,,,,,
Queso Mozarella Finesse,1087,PLÁSTICO,Transparente,Envoltorio,30 g,N/A,Alpina,Queso Mozarella ,FALSE,,,,,,,,,,,,,,,,
Trululu Gomitas Neon 85 gr,1088,PLÁSTICO,Colorido brillante,Envoltorio,85 g,N/A,Trululu,Gomitas Trululu Neón,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Papas de Limón Kythos 115 g,1089,PLÁSTICO,Verde brillante,Envoltorio,115 g,N/A,Kythos,Para fritas sabor limón,FALSE,Snacks,,,,,,,,,,,,,,,
Galletas de mantequilla Muuu 19.5 g,1090,PLÁSTICO,Rojo brillante,Envoltorio,19.5 g,N/A,Colombina,Butter Cookies,FALSE,Galletas,,,,,,,,,,,,,,,
Doritos MegaQueso 175 g,1091,PLÁSTICO,Rojo brillante,Envoltorio,175 g,N/A,Doritos,Pasabocas de maíz con sabor artificial a queso para compartir,FALSE,Snacks,,,,,,,,,,,,,,,
Paleta Caramelo Crocante Polet 100 g,1092,PLÁSTICO,Negro y naranja,Envoltorio,100 g,N/A,Polet,Paleta Caramelo Crocante,FALSE,,,,,,,,,,,,,,,,
Talco para pies Xen,1093,PLÁSTICO,Blanco,Envase,150 g,TRUE,Xen,Talco para pies desodorante refrescante,FALSE,,Etiquetas hasta 19/12,,,,,,,,,,,,,,
La especial Mani Kraks Limón 32 g,1094,PLÁSTICO,Verde,Envoltorio,32 g,N/A,La Especial,Crocancia perfecta,FALSE,Snacks,,,,,,,,,,,,,,,
Bebida de mandarina Drink A,1095,PET,Transparente,Botella,600 ml,TRUE,Drink A,Bebida hidratante sabor mandarina ,FALSE,Gaseosa,,,,,,,,,,,,,,,
Bebida de mandarina Drink A,1096,PET,Transparente,Botella,600 ml,FALSE,DrinK A,Bebida hidratante sabor mandarina ,FALSE,Gaseosa,,,,,,,,,,,,,,,
Tosti Arepa Yupi 28 g,1097,PLÁSTICO,Rojo brillante,Envoltorio,28 g,N/A,Yupi,Tortillas de maíz sabor a queso y mantequilla,FALSE,Snacks,,,,,,,,,,,,,,,
Loratadina 10 mg,1098,CARTÓN,Blanco y rojo,Caja,10 Unidades,N/A,Genfar,Caja de medicamentos Loratadina 10 mg,FALSE,Medicina,,,,,,,,,,,,,,,
Omeprazol 20 mg,1099,CARTÓN,Blanco y rojo,Caja,10 Unidades,N/A,Genfar,Caja de medicamentos Omeprazol 20 mg,FALSE,Medicina,,,,,,,,,,,,,,,
Buscapina ,1100,CARTÓN,Colorido opaco,Caja,10 Unidades,N/A,Pharmetique S.A,Antiespasmódico y analgésico compositum NF,FALSE,Medicina,,,,,,,,,,,,,,,
Galleta Salvado y Miel Tosh 27 g,1101,PLÁSTICO,Colorido opaco,Envoltorio,27 gr,N/A,Tosh,Galletas crackers con salvado y miel,FALSE,Galletas,,,,,,,,,,,,,,,
Pitillo de papel sucio,1102,PAPEL,N/A,N/A,N/A,N/A,N/A,Pitillo de papel sucio,TRUE,,,,,,,,,,,,,,,,
Hit Mora Botella 500ml,1103,PET,Transparente claro,Botella,500 ml,FALSE,Hit,Mora,FALSE,Jugo,,,,,,,,,,,,,,,
Aromática de frutas instantánea Hindú,1104,CARTÓN,Colorido brillante,Caja,156 gr,N/A,Hindú,"Aromática de fresa, mora, maracuyá y piña",FALSE,,,,,,,,,,,,,,,,
Nachos de queso Ramo,1105,PLÁSTICO,Naranja,Envoltorio,190 gr,N/A,Ramo,Pasabocas de maíz con sabor nartural a queso,FALSE,Snacks,,,,,,,,,,,,,,,
Vitamina C Cebión,1106,EMPAQUE_MEDICAMENTO,Blanco,Envoltorio,N/A,N/A,Cebión,Pastillas individuales de vitamina C,FALSE,Medicina,,,,,,,,,,,,,,,
Nachos sabor a salsa verde mexicana Monterojo 170 g,1107,PLÁSTICO,Colorido opaco,Envoltorio,170 gr,N/A,Monterojo,Edición especial Jose Cuervo ,FALSE,Snacks,,,,,,,,,,,,,,,
Té verde con piña Hindú,1108,PLÁSTICO,Verde y amarillo,Envoltorio,N/A,N/A,Hindú,Te verde con piña,FALSE,,,,,,,,,,,,,,,,
Corazones de Hojaldre Tostao,1109,PLÁSTICO,Transparente,Envoltorio,60 gr,N/A,Tostao,Corazones de hojaldre,FALSE,,,,,,,,,,,,,,,,
Galletas Wafer Noel 24 g,1110,PLÁSTICO,Azul metalizado,Envoltorio,24 gr,N/A,Noel,Galletas Wafers rellenas,FALSE,Galletas,,,,,,,,,,,,,,,
Batería GP Super,1111,BATERÍA,N/A,N/A,N/A,N/A,GP Super,Batería Doble AA,FALSE,,,,,,,,,,,,,,,,
Batería XZ Energy,1112,BATERÍA,N/A,N/A,N/A,N/A,XZ Energy,Batería Doble AA,FALSE,,,,,,,,,,,,,,,,
Bolsa de papel blanca,1113,BOLSA_PAPEL,Blanco,Bolsa,N/A,N/A,N/a,Bolsa de papel blanca ,FALSE,,,,,,,,,,,,,,,,
Caja de Loperamida Clorhidrato 2 mg,1114,CARTÓN,Blanco y rojo,Caja,6 unidades,N/A,Genfar,Loperamida Clorhidrato 2 mg,FALSE,Medicina,,,,,,,,,,,,,,,
Memoria micro SD con adaptador,1115,CARTÓN,Colorido opaco,Envoltorio,1 unidad,N/A,San Disk,San Disk Ultra 64 GB,FALSE,,,,,,,,,,,,,,,,
Galletas tipo sandwich Tosh Vainilla,1116,PLÁSTICO,Colorido opaco,Envoltorio,144 gr,N/A,Tosh,Cremadas Vainilla,FALSE,Galletas,,,,,,,,,,,,,,,
Galletas Muuu Colombina,1117,PLÁSTICO,Azul,Envoltorio,216 gr,N/A,Colombina,Galletas de leche,FALSE,Galletas,,,,,,,,,,,,,,,
"Galletas con avena, quinua y nueces Kalá",1118,PLÁSTICO,Colorido opaco,Envoltorio,36 gr,N/A,Kalá,"Galletas con avena, quinua y nueces",FALSE,Galletas,,,,,,,,,,,,,,,
Piazza Deleite Chocolate & Avellana 120 gr,1119,ALUMINIO,Blanco opaco,Lata,120 gr,TRUE,Colombina,Chocolate & Avellana,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Maní con Sal 40 gr,1120,PLÁSTICO,Opaco colorido,Envoltorio,40 gr,N/A,La Especial,Maní con Sal,FALSE,Snacks,,,,,,,,,,,,,,,
Crema dental Triple AcciónColgate 22 ml,1121,CARTÓN,Colorido opaco,Caja,22 ml,N/A,Colgate,Colgate Triple Acción ,FALSE,,,,,,,,,,,,,,,,
Crema Dental Luminous White Colgate,1122,CREMA_DENTAL,Rojo brillante,Envoltorio,22 ml,TRUE,Colgate,Tubo de pasta dental Colgate Luminous White,FALSE,,,,,,,,,,,,,,,,
Jumbo Maní 18 gr,1123,PLÁSTICO,Opaco colorido,Envoltorio,18 gr,N/A,Jumbo,Maní 18 gr,FALSE,Chocolate,,,,,,,,,,,,,,,
Gomitas Gusanos Ácidos Trululu 150 gr,1124,PLÁSTICO,Verde opaco,Envoltorio,150 gr,N/A,Trululu,Gomitas Gusanos Ácidos 150 gr,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Gomitas Aros Ácidos Grissly 300 gr,1125,PLÁSTICO,Colorido brillante,Envoltorio,300 gr,N/A,Grissly,Gomitas Aros Ácidos 300 gr,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Gomitas Trululu Sabores 35 g,1126,PLÁSTICO,Colorido brillante,Envoltorio,35 gr,N/A,Trululu,Sabores,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Avena Bilac 200 ml,1127,TETRAPACK,Colorido opaco,Caja,200 ml,N/A,Bilac,Bebida con leche entera y avena ultra alta temperatura,FALSE,,,,,,,,,,,,,,,,
Barras de cereal Yogurt Griego Tosh 162 g,1128,CARTÓN,Blanco y verde,Caja,162 g,N/A,Tosh,Caja de barras de cereal con frutos del bosque y sabor a yogurt griego,FALSE,Yogur,,,,,,,,,,,,,,,
Tostacos picante 38 gr,1129,PLÁSTICO,Naranjado ,Envoltorio,38 gr,N/A,Tostacos,Picante,FALSE,Snacks,,,,,,,,,,,,,,,
Choclitos Limón 210 gr,1130,PLÁSTICO,Verde brillante,Envoltorio,210 gr,N/A,Choclitos,Pasabocas de maíz sabor artificial a limón,FALSE,Snacks,,,,,,,,,,,,,,,
Algodón,1131,ALGODÓN,Blanco,N/A,N/A,N/A,N/A,Algodón,FALSE,,,,,,,,,,,,,,,,
Algodón sucio,1132,ALGODÓN,Blanco,N/A,N/A,N/A,N/A,Algodón sucio,TRUE,,,,,,,,,,,,,,,,
H2O Lima limón 250 ml,1133,PET,Transparente,Botella,250 ml,FALSE,H2O,Lima limón,FALSE,Gaseosa,,,,,,,,,,,,,,,
Maní Moto 44 g,1134,PLÁSTICO,Azul y rojo brillante,Envoltorio,44 gr,N/A,Frito Lay,Maní recubierto con harina de trigo,FALSE,Snacks,,,,,,,,,,,,,,,
Yox con Defensis Melocotón 100 gr,1135,PLÁSTICO,Blanco opaco,Envase,100 gr,TRUE,Alpina,Adicionado con vitamina C y Zinc,FALSE,,,,,,,,,,,,,,,,
Manantial Agua Mineral con Gas 500ml,1136,PET,Transparente,Botella,500 ml,TRUE,Manantial,Agua Mineral con Gas,FALSE,,,,,,,,,,,,,,,,
Generic Coca-Cola bottle,1137,PET,Transparente,Botella,N/A,TRUE,Coca-Cola,Botella Coca-Cola sin referencia visible con tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Coca-Cola bottle,1138,PET,Transparente,Botella,N/A,FALSE,Coca-Cola,Botella Coca-Cola sin referencia visible sin tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Coca-Cola aluminum can,1139,ALUMINIO,N/A,Lata,N/A,N/A,Coca-Cola,Producto Coca-Cola en lata sin referencia visible,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Coca-Cola plastic,1140,PLÁSTICO,N/A,N/A,N/A,N/A,Coca-Cola,Producto Coca-Cola sin referencia visible,FALSE,Gaseosa,,,,,,,,,,,,,,,
Hit Mango 200 ml,1141,TETRAPACK,Azul,Caja,200 ml,N/A,Hit,Caja de jugo Hit sabor mango,FALSE,Jugo,,,,,,,,,,,,,,,
Cristal Agua 600ml,1142,PET,Transparente claro,Botella,600 ml,FALSE,Cristal,Original sin tapa,FALSE,Agua,,,,,,,,,,,,,,,
Manzana Postobón Botella 400 ml,1143,PET,Transparente claro,Botella,400 ml,FALSE,Postobón,Manzana sin tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Postobón Acqua Frutos Rojos 400 ml,1144,PET,Transparente claro,Botella,400 ml,FALSE,Postobón,Acqua Frutos Rojos sin tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Servilleta de papel ,1145,SERVILLETA_PAPEL_MANTEQUILLA,N/A,N/A,N/A,N/A,N/A,Servilleta de papel,FALSE,,,,,,,,,,,,,,,,
Servilleta de papel sucia,1146,SERVILLETA_PAPEL_MANTEQUILLA,N/A,N/A,N/A,N/A,N/A,Servilleta de papel sucia,TRUE,,Estas servilletas son como las de Dunkin (para referencia),,,,,,,,,,,,,,
Envoltorio frisburrito Frisby,1147,CARTÓN,Beige,Caja,N/A,N/A,Frisby,Envoltorio frisburrito sucio,TRUE,,,,,,,,,,,,,,,,
Té Blanco Mangostino Hatsu 400 ml,1148,VIDRIO,Blanco,Botella,400 ml,TRUE,Hatsu,Hatsu Tea Té Blanco con sabor a Mangostino,FALSE,Jugo,,,,,,,,,,,,,,,
Mr Tea Limón Botella Vidrio 300ml,1149,VIDRIO,Transparente opaco,Botella,300 ml,FALSE,Postobón,Limón,FALSE,Jugo,,,,,,,,,,,,,,,
Agua sin gas Carulla,1150,PET,Transparente,Botella,1100 ml,FALSE,Carulla,Agua sin gas,FALSE,Agua,,,,,,,,,,,,,,,
Agua sin gas Carulla,1151,PET,Transparente,Botella,1101 ml,TRUE,Carulla,Agua sin gas con tapa,FALSE,Agua,,,,,,,,,,,,,,,
Coca-Cola Zero Botella 1.5 L,1152,PET,Transparente claro,Botella,1.5 L,TRUE,Coca-Cola,Zero con tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Coca-Cola Zero Botella 1.5 L,1153,PET,Transparente claro,Botella,1.5 L,FALSE,Coca-Cola,Zero sin tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Pepsi Original 400 ml,1154,PET,Transparente claro,Botella,400 ml,FALSE,Pepsi,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Speed Max 250 ml,1155,PET,Colorido opaco,Botella,250 ml,TRUE,Speed Max,Speed Max con tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Speed Max 250 ml,1156,PET,Colorido opaco,Botella,250 ml,FALSE,Speed Max,Speed Max,FALSE,Gaseosa,,,,,,,,,,,,,,,
Agua Mineral Manantial 600ml,1157,PET,Transparente,Botella,600 ml,TRUE,Manantial,Mineral,FALSE,Agua,,,,,,,,,,,,,,,
Agua Mineral Manantial 600ml,1158,PET,Transparente,Botella,600 ml,FALSE,Manantial,Mineral,FALSE,Agua,,,,,,,,,,,,,,,
Té Blanco Mangostino Hatsu 400 ml,1159,VIDRIO,Blanco,Botella,400 ml,FALSE,Hatsu,Mangostino,FALSE,Jugo,,,,,,,,,,,,,,,
Azúcar Providencia 5g,1160,PAPEL,Blanco y Beige,Envoltorio,5 g,N/A,Providencia,Azúcar Organica,FALSE,,,,,,,,,,,,,,,,
Azúcar Providencia 5g,1161,PAPEL,Blanco y Beige,Envoltorio,5 g,N/A,Providencia,Azúcar Organica,TRUE,,,,,,,,,,,,,,,,
Azúcar Incauca 5g,1162,PAPEL,Blanco,Envoltorio,5 g,N/A,Incauca,Azúcar Refinada,FALSE,,,,,,,,,,,,,,,,
Azúcar Incauca 5g,1163,PAPEL,Blanco,Envoltorio,5 g,N/A,Incauca,Azúcar Refinada,TRUE,,,,,,,,,,,,,,,,
Endulzante Splenda 1g,1164,PAPEL,Amarillo opaco,Envoltorio,1 g,N/A,Splenda,Edulcorante de mesa,FALSE,,,,,,,,,,,,,,,,
Endulzante Splenda 1g,1165,PAPEL,Amarillo opaco,Envoltorio,1 g,N/A,Splenda,Edulcorante de mesa ,TRUE,,,,,,,,,,,,,,,,
Club Social Galletas Original 24g,1166,PLÁSTICO,Azul opaco,Envoltorio,24 g,N/A,Club Social,Original,FALSE,Galletas,,,,,,,,,,,,,,,
Club Social Galletas Original 24g,1167,PLÁSTICO,Azul opaco,Envoltorio,24 g,N/A,Club Social,Original,TRUE,Galletas,,,,,,,,,,,,,,,
Club Social Galletas Integral 24 g,1168,PLÁSTICO,Opaco colorido,Envoltorio,24 g,N/A,Club Social,Integral tradicional,FALSE,Galletas,,,,,,,,,,,,,,,
Club Social Galletas Integral 24 g,1169,PLÁSTICO,Opaco colorido,Envoltorio,24 g,N/A,Club Social,Integral tradicional,TRUE,Galletas,,,,,,,,,,,,,,,
Envoltorio de pitillo Juan Valdez,1170,PAPEL_OTROS,Blanco y rojo,Envoltorio,N/A,N/A,Juan Valdez,Envoltorio pitillo,FALSE,,,,,,,,,,,,,,,,
Envoltorio de pitillo Juan Valdez,1171,PAPEL_OTROS,Blanco y rojo,Envoltorio,N/A,N/A,Juan Valdez,Envoltorio pitillo,TRUE,,,,,,,,,,,,,,,,
Generic plastic + unknown material,1172,NO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,Plástico + otro material,FALSE,,,,,,,,,,,,,,,,
Generic plastic + unknown material dirty,1173,NO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,Plástico + otro material,TRUE,,,,,,,,,,,,,,,,
Bandeja de comida Juan Valdez ,1174,CARTÓN,Colorido opaco,Bandeja,N/A,N/A,Juan Valdez,Bandeja de comida,FALSE,,,,,,,,,,,,,,,,
